Reviews,Sentiment,NormalizedReviews
"main nahi samajhti ke main aik aura thon, main khud ko aik fard samajhti hon, aurat hona mere liye koi rukawat nahi.",1,"main nahi samajhti ke main aik aura thon, main khud ko aik fard samajhti ho, aurat hona mere liye koi rukawat nahi."
jahan tak imran ka talluq hai to unho ne mujhe meri apni shakhsiyat ke sath qabool kiya hai.,1,jahan tak imran ka talluq hy to unho ny mujhe meri apni shakhsiyat ke sath qabool kya hy.
mujhe apni shakhsiyat ke niswani pehlon ke sath jeene ka pora haq hasil hai.,1,mujhe apni shakhsiyat ke niswani pehlon ke sath jeene ka pora haq hasil hy.
agar aap ko piyar aur acha mahaul milta hai to aap ko kisi aur chez ki parwah nahi hoti.,1,agar aap ko piyar aur acha mahaul milta hy to aap ko kisi aur chez ki parwah nahi hoti.
main ne imran ko bataya tha ke jab mere walid jogging ke liye jaya karte the to wo har din meri waldah ke liye phool laate the. ,1,main ny imran ko bataya tha ke jb mere walid jogging ke liye jaya karte thi to wo har din meri waldah ke liye phool laate thi. 
imran bhi har din subha ki walk ke bad mere liye phool late hain.,1,imran bhi har din subha ki walk ke bad mere liye phool late hy.
"mujhe jewelry ki koi zarorat nahi, kyun ke imran ke liye hamare baagh se behtareen rose muntakhib kar ke laate hain.",1,"mujhe jewelry ki koi zaroorat nahi, kyun ke imran ke liye hamare baagh se behtareen rose muntakhib kr ke laate hy."
"main imran se kehti hon ke aap ki hesiyat is se barh ke hai, aap ko to aisa hona chahiye ke aane wali naslein bhi yaad karen ke aisa bhi koi leader tha.",1,"main imran se kehti ho ke aap ki hesiyat is se barh ke hy, aap ko to aisa hona chahiye ke aane wali naslein bhi yaad karen ke aisa bhi koi leader tha."
is baat par reham khan ne muskurate hue kaha,1,is baat par raham khan ny muskorati hui kaha
"k sab se achi baat yeh hai ke main imran ki wife nahi, mera matlab hai ke jab main ghar mein hoti hon to imran khan ki biwi nahi hoti hon.",1,"k sab se achi baat yeh hy ke main imran ki wife nahi, mera matlab hy ke jb main ghair main hoti ho to imran khan ki biwi nahi hoti ho."
matlab yeh ke main is hawale se khud par koi dabao nahi leti.,1,matlab yeh ke main is hawale se khud par koi dabao nahi leti.
mujhe gucci ke coat pasand hain. ,1,mujhe gucci ke coat pasand hy. 
kyun ke meri shadi aik bohat he sadah se insaan se hui hai.,1,kyun ke meri shadi aik bohat hy sadah se insaan se hui hy.
lekin phir bhi mujhe new shoes lena bohat acha lagta hai.,1,lekin phr bhi mujhe new shoes lena bohat acha lagta hy.
"jahan tak fitness ka talluq hai to meri shadi aik aise insaan se hui hai, jo junoon ki had tak apni fitness ka khayal rakhte hain. ",1,"jahan tak fitness ka talluq hy to meri shadi aik aese insaan se hui hy, jo junoon ki had tak apni fitness ka khayal rakhte hy. "
" main hamesha se bohat dubli patli rahi hon, kyun ke mere 3 bache hain aur main aik lamhe ke liye bhi kahin par tikk ke nahi bethti hon.",1," main hamesha se bohat dubli patli rahi ho, kyun ke mere 3 bache hy aur main aik lamhe ke liye bhi kahin par tikk ke nahi bethti ho."
" imran kafi tez daurte hain, lekin main bhi itni he tez daur sakti hon ke jitni tez imran daurte hain. ",1," imran kafi tez daurte hy, lekin main bhi itni hy tez daur sakti ho ke jitni tez imran daurte hy. "
lekin main hamesha apne bachon kea as paas he daur lagati rehti hon.,1,lekin main hamesha apne bachon kea as paas hy daur lagati rehti ho.
" khuraak ke mauaamle mein soshi meri pasandeeda dish hai, lekin mujhe pizza bhi bohat pasand hai.",1," khuraak ke mauaamle main soshi meri pasandeeda dish hy, lekin mujhe pizza bhi bohat pasand hy."
main bohat cooking karti hon aur new se new sweet dishes banane mein lagi rehti hon,1,main bohat cooking karti ho aur new se new sweet dishes banane main lagi rehti ho
"talib ilmi ke zamaney hi se insaf, insani haqooq, aman aur jamhuriyat ke hami aur fayal karkun rahey hain",1,"talib ilmi ke zamaney hy se insaaf, insani hoqoq, aman aur jamhuriyat ke hami aur fayal karkun rhy hy"
ansar burney ki yeh falyat marshal law hukam ko pasand na aie aur unhain 1977 mein 8 mah qaid ba moshaqqat ki saza dea ker jail mein dal dea.,1,ansar burney ki yeh falyat marshal law hukam ko pasand ny ai aur unhain 1977 main 8 mah qaid ba moshaqqat ki saza dea kr jail main dal dea.
iss tara ansar burney ko kai baras tek jailon ki surat hal aur qaidyon ki halat zar ka chasm deed moshaheda ker ney ka moqa mil gea unhon ney qaid khaney hi mein yeh faisla ker lea kay jab bhi rahai mili bea gunah aur mazloom quidyon ki najat key leyeh koi adara quaim kerein gein.,1,iss tara ansar burney ko kai bharas tek jailon ki surat hal aur qaidyon ki haalat zar ka chasm deed moshaheda kr ny ka moqa mil gea unhon ny qaid khaney hy main yeh faisla kr lea kay jb bhi rahai mili bea gunah aur mazloom quidyon ki najat key leyeh koi adara quaim kerein gein.
"ansar burney welfare trust international
chunanchey 1980 mein unhon ney ansar burney welfare trust international quaim kea pher iss key tehat zaily adaray quaim keay yani parznrzaid society jo key qaidyon ko qanuni imdad mohaiya ker ti hi. ",1,"ansar burney welfare trust international
chunanchey 1980 main unhon ny ansar burney welfare trust international quaim kea phr iss key tehat zaily adaray quaim keay yani parznrzaid society jo key qaidyon ko qanuni imdad mohaiya kr ti hy. "
gumshoda aur agwa shoda ashkhas ki bazyabi key leye beuro aur insedad dehsht gerdi key lea aik comition yeh trust aik gair serkari gair seasi aur gair munfiet andoz insani haqooq ki die tanzem hay aur is ski rejgtration amrica mein bhi ho chuki hay inn ki mosalsal aur bea louse koshishon sey ab tek lakhon sey zaida aeyse quadi reha ho chukey hain jog air qanooni tour par pakistan aur barony mumalik mein quaid rahey inn mein sey baz jailon mein hi paida huay they aur chalees chalees sal bea qasoor aur bea gunah sakht moshaqqat ki zindagi mahaz laquniat ki waja sey guzar rahey thay neaz bees hazar sey zaidah gumshudah aur agwa shudah bachchon aur bachion ko baziab karaya ja chukka hay halankey iss hawaley sey unhain khasi tanqeed ka nishana banna para.,1,gumshoda aur aghwa shoda ashkhas ki bazyabi key leye beuro aur insedad dehsht gerdi key lea aik comition yeh trust aik ghair serkari ghair seasi aur ghair munfiet andoz insani hoqoq ki die tanzem hy aur is ski rejgtration amrica main bhi ho chuki hy inn ki mosalsal aur bea louse koshishon say ab tek lakhon say zaida aeyse quadi reha ho chukey hy jog air qanooni tour par pakistan aur barony mumalik main quaid rhy inn main say baz jailon main hy paida huay they aur chalees chalees sal bea qasoor aur bea gunah sakhat moshaqqat ki zindagi mahaz laquniat ki waja say guzar rhy thay neaz bees hazar say zaidah gumshudah aur aghwa shudah bachchon aur bachion ko baziab karaya ja chukka hy halankey iss hawale say unhain khasi tanqeed ka nishana banna para.
bharti jasus kashmir singh ki rahae ka mamla bhi aysa hi aik case tha kashmir singh ney bharat mein jaker pakistan mein apni ser germion key hawaley sey jo bianat dea un par pakistani halqon mein gahra gam o ghussa dekhney mein aya taham ansar burney ney kaha key un ka zameer mutmaen hay kashmir singh ney bhi apni rahai key hawaley sey ansar burney key kirdar ko saraha.,1,bharti jasus kashmir singh ki rahae ka mamla bhi aysa hy aik case tha kashmir singh ny bharat main jaker pakistan main apni ser germion key hawale say jo bianat dea un par pakistani halqon main gahra gam o ghussa dekhney main aya taham ansar burney ny kaha key un ka zameer mutmaen hy kashmir singh ny bhi apni rahai key hawale say ansar burney key kirdar ko saraha.
insani haqooq key leyeh ansar burney ki khidmat key aeteraf mein hukumat pakistan ki taraf sey unhain sitara e imtaiaz sey nawaza gea aur kai bainul aqwami aizazat bhi unkey hissay mein aeay hain taham jaisa key pehley ziker hua unhain kai halqon ki taraf sey tanqeed ka nishana bhi banaya jata rahta hay shaied iss ki waja yeh hai ke ansar burney insani haqooq key leyea kam kertey huay kisi ka sirf pakistani hona zaruri khaial nahin kertey aur khasusan pakistani jailon mein band bharti qaideon ke haq mein awaz buland kerney par unka dosron ki nigah mein qabil nafreen tharna shaiad kisi had tak qabil faham hai.,1,insani hoqoq key leyeh ansar burney ki khidmat key aeteraf main hukumat pakistan ki taraf say unhain sitara e imtiaz say nawaza gea aur kai bainul aqwami aizazat bhi unkey hissay main aeay hy taham jaisa key pehley zikr hova unhain kai halqon ki taraf say tanqeed ka nishana bhi banaya jata rahta hy shaied iss ki waja yeh hy ke ansar burney insani hoqoq key leyea kaam kertey huay kisi ka sirf pakistani hona zaruri khaial nahin kertey aur khasusan pakistani jailon main band bharti qaideon ke haq main awaz buland kerney par unka dosron ki nigah main qabil nafreen tharna shaiad kisi had tak qabil faham hy.
maroof qanoon dan aur azadi-e-niswan-o-insani haqooq ki alamberdar asma jahangir 27 january 1952 ko lahore mein paida hue in key walid malik ghulam jilani maroof siasat dan they apnay 1968 mein senior cambridge kerney key bad 1969 mein kanier college lahore mein dakhla lea sadar ayub key khelaf awami tahrek uthi to unhon ney bhi college ki talbat ka aik jaloos nikala aur is ski qaiadat ki jis kipadasht mein unhain chand mah key leyeh college sey nikal dea gea issi college sey ba ki degree hasil ki.,1,maroof qanoon dain aur azadi-e-niswan-o-insani hoqoq ki alamberdar asma jahangir 27 january 1952 ko lahore main paida hui in key walid malik ghulam jilani maroof siasat dain they apnay 1968 main senior cambridge kerney key bad 1969 main kanier college lahore main dakhla lea sadar ayub key khilaaf awami tahrek uthi to unhon ny bhi college ki talbat ka aik jaloos nikala aur is ski qaiadat ki jis kipadasht main unhain chandi mah key leyeh college say nikal dea gea issi college say ba ki degree hasil ki.
1972 mein asma jahangir ka nam mulk ger shohrat hasil ker gea keonkey iss waqt un key walid malik ghulam jilani ke hibse beaja key khelaf un ki patishion par faisla detey huae supreem court ney chief marshallah aid ministrater jeneral yehya khan ko ã»ghasibã»qarar dea tha pakistan ki tarekh aur qanoon ki ketabon mein moqadma ã»asma jilani caseã»key nam sey mashhoor hua.,1,1972 main asma jahangir ka nam mulk ghair shohrat hasil kr gea keonkey iss waqt un key walid malik ghulam jilani ke hibse beaja key khilaaf un ki patishion par faisla detey huae supreem court ny chief marshallah aid ministrater jeneral yehya khan ko ã»ghasibã»qarar dea tha pakistan ki tarekh aur qanoon ki ketabon main moqadma ã»asma jilani caseã»key nam say mashhoor hova.
llb degree asma jahangir 1978 mein llb ki degree hasil kerney key bad buniadi insani haqooq aur tahaffuz nuswan key lea 1980 mein apni jaddo jahad ka agaz kea punjab women lowers asosi aishion qaiam ki.,1,llb degree asma jahangir 1978 main llb ki degree hasil kerney key bad buniadi insani hoqoq aur tahaffuz nuswan key lea 1980 main apni jaddo jahad ka agaz kea punjab women lowers asosi aishion qaiam ki.
yon to asma jahangir ki puri zindagi hi amriaat aur insani haqooq ki khelaf warzion key khelaf jado jehad kernay se ebarat hai aur unki khidmata ka kae bainul aqwami sithat par eteraf bhi kea ja chukka hay lakin un ka taza tareen karnama november 2007 se march 2009 tak general pervez musharraf ki amriat ke khelaf aur bad-e-azan chief justics of pakistan iftikhar muhammed choudhry ki bahali ke haq mein chalae janey wali tahreek mein unka numaya hissa hai iss tehreek mein unki bher pure karkerdagi ka eteraf tamam halqon ki taraf se kea gea magar chief justice key haq mein tehreek chalaney ka matleb yea nahin tha key iftikhar muhammed choudhry un key kea kisi ã»moqaddas gaeã»ki hasiat ekhtaiar ker jatey yahi waja hay key jab supreme court key ful bench ki taref dey badnama e zamana nro key khelaf mukhteser faisla jari kea gea to iss faislay key baz nikat par apney tahaffuz ka izhar ker tey huea unhon ney iss par tanqeed bhi ki.,1,yon to asma jahangir ki puri zindagi hy amriaat aur insani hoqoq ki khilaaf warzion key khilaaf jadoo jehad kernay se ebarat hy aur unki khidmata ka kae bainul aqwami sithat par eteraf bhi kea ja chukka hy lakin un ka taaza tareen karnamay november 2007 se march 2009 tak general pervez musharraf ki amriat ke khilaaf aur bad-e-azan chief justics of pakistan iftikhar muhammed choudhry ki bahali ke haq main chalae janey wali tahreek main unka numaya hissa hy iss tehreek main unki bher pure karkardagi ka eteraf tamam halqon ki taraf se kea gea magar chief justice key haq main tehreek chalaney ka matleb yea nahin tha key iftikhar muhammed choudhry un key kea kisi ã»moqaddas gaeã»ki hasiat ekhtaiar kr jatey yehe waja hy key jb supreme court key ful bench ki taref dain badnama e zamana nro key khilaaf mukhteser faisla jari kea gea to iss faislay key baz nikat par apney tahaffuz ka izhar kr tey huea unhon ny iss par tanqeed bhi ki.
"asma jahangir 1995 mein sadar mumliket ki janib sey sitara-e-imtiazã»key elawah sola qaumi azazat hasil ker chuki hain elawah azeen kae baeruni mumalik key imteazi inteazi award sey bhi nawaza gea.

asma jahangir 1995 mein unhain haqooq insani key tahaffuz ka marton aenelz award dea gea issi sal unhain ã»awam ki khidmet key azeem jazbea ka mozahra ã»ker ney par mag sa sey nawaza gea.",1,"asma jahangir 1995 main sadar mumliket ki janib say sitara-e-imtiazã»key elawah sola qaumi azazat hasil kr chuki hy elawah azeen kae baeruni mumalik key imteazi inteazi award say bhi nawaza gea.

asma jahangir 1995 main unhain hoqoq insani key tahaffuz ka marton aenelz award dea gea issi sal unhain ã»awam ki khidmet key azeem jazbea ka mozahra ã»kr ny par mag sa say nawaza gea."
"2001 mein unhain aqwam e muttahida ke tarqiati fund barae khawateeen ki taraf se millennium prize yani ã»hazarey ke inam ã»se nawaza gea.

2002 mein asma jahangir ko lisl and leo eitinger prize mila.",1,"2001 main unhain aqwam e muttahida ke tarqiati fund barae khawateeen ki taraf se millennium prize yani ã»hazarey ke inam ã»se nawaza gea.

2002 main asma jahangir ko lisl and leo eitinger prize mila."
"bachion ki moshaqqat, begari, unki jabri molazmat, tahreek nuswan key mozu par un ke moqalat shae hotey rehte hain. asma jahangir ki do kitabain angreazi zaban mein shaea ho chuki hain jin ka mozu hadud ordenence aur bachchon ki jabri moshaqqat hay.",1,"bachion ki moshaqqat, begari, unki jabri molazmat, tahreek nuswan key mozu par un ke moqalat shae hotay rehte hy. asma jahangir ki do kitabain angreazi zaban main shaea ho chuki hy jin ka mozu hadud ordenence aur bachchon ki jabri moshaqqat hy."
"allama iqbal ki waldah imam bibi wo azeem khatoon thein jinhon ne us mard e haq agah ko janam diya jis ne apni jhanjhor dene wali shairi se umat e muslima ke tan e murda mein nai roh phonk di, mayosiyon ke andhere mein nai raoshni dekhai, jawanon ko ishq o junon ki lazat se ashna kiya, maqhoron ko khudi ka sabaq parhaya aur maghribi tehzib o falsafe ki bunyad hila kar rakh di.",1,"allama iqbal ki waldah imam bibi wo azeem khatoon thein jinhon ny us mard e haq agah ko janam diya jis ny apni jhanjhor dene wali shairi se umat e muslima ke tawun e murda main nai roh phonk di, mayosiyon ke andhere main nai raoshni dekhai, jawanon ko ishq o junoon ki lazat se ashna kya, maqhoron ko khudi ka sabaq parhaya aur maghribi tehzib o falsafe ki bunyad hila kr rakh di."
"nakhunda hone ke bawajod bari mamla feham, dor andesh aur mudabir khatoon thein.",1,"nakhunda hone ke bawajod bari mamla feham, dor andesh aur mudabir khatoon thein."
khandan ke jhaghron ka khush aslubi se tasfiya karati thein aur muhale ki khawaten mein bari maqbol thein.,1,khandan ke jhaghron ka khush aslubi se tasfiya karati thein aur muhale ki khawaten main bari maqbool thein.
apne tibbi gudaz aur reham dili ki badolat imam bibi kisi ko musibat mein nahi dekh sakti thein.,1,apne tibbi gudaz aur raham dili ki badolat imam bibi kisi ko musibat main nahi dekh sakti thein.
"ghurba ki amdad karna magar is andaz mein ke kisi ko khabar na ho, un ka dastor tha.",1,"ghurba ki amdad karna magar is andaz main ke kisi ko khabar ny ho, un ka dastor tha."
un ka aik aur tarika ye tha ke muhale ke gharib gharanon ki das bara saal ki teen char bachyon ko apne han le atein aur un ki kafeel ban jatein.,1,un ka aik aur tarika yeh tha ke muhale ke gharib gharanon ki das bara saal ki teen char bachyon ko apne hy lye atein aur un ki kafeel ban jatein.
"imam bibi amor e khana dari ki taleem detein, silai karhai sikhatein, apni baho betiyon se parhne likhne ke elawa dini taleem dilwatein.",1,"imam bibi amor e khana dari ki taleem detein, silai karhai sikhatein, apni baho betiyon se parhne likhne ke elawa dini taleem dilwatein."
"jitna arsa wo larkiyan un ki tehwil mein rehtein, wo un ki dekh bhal bilkul betiyon ki tarah kartein aur shadiyon ke waqat bhi un ko betiyon ki tarah rukhsat kartein. ",1,"jitna arsa wo larkiyan un ki tehweel main rehtein, wo un ki dekh bhal bilkul betiyon ki tarah kartein aur shadiyon ke waqat bhi un ko betiyon ki tarah rukhsat kartein. "
shadi ke bad wo larkiyan un ke ghar isi tarah atein jese betiyan meke ati han.,1,shadi ke bad wo larkiyan un ke ghair isi tarah atein jese betiyan meke ati hy.
"itefaq se 9 november hi iqbal ka youm e wiladat hai chunacha apni waldah ke inteqal par iqbal pore 37 baras ke the, is ke bawajod unhon ne apni waldah ki mout ko is tarah mehsos kiya jis tarah koi kamsin bacha nehsos karta hai.",1,"itefaq se 9 november hy iqbal ka youm e wiladat hy chunacha apni waldah ke inteqal par iqbal pore 37 bharas ke thi, is ke bawajod unhon ny apni waldah ki mout ko is tarah mehsos kya jis tarah koi kamsin bacha nehsos krta hy."
"aap ko sakht sadma howa aur kai roz tak aap dil girifta rahe.apni waldah ki wafat ke hawale se iqbal ne maha 
raja parshad ko tehrir kiya:

é­h! isnan apni kazori ko chupane mein kis qadar taq hai. ",1,"aap ko sakhat sadma hova aur kai roz tak aap dil girifta rhy.apni waldah ki wafat ke hawale se iqbal ny maha 
raja parshad ko tehrir kya:

é­hy! isnan apni kazori ko chupane main kiss qadir taq hy. "
be basi ka naam sabar rakhta hai aur phir is sabar ko apni himat o istaqlal ki taraf mansub karta hai.,1,be basi ka naam sabar rakhta hy aur phr is sabar ko apni himat o istaqlal ki taraf mansub krta hy.
rana liaquat ali khan ko tehreek e pakistan ki aik khamosh rukun hone ke elawa pakistan ke phele wazir e azam ki ahliya hone ka izaz bhi hasil hai. ,1,rana liaquat ali khan ko tehreek e pakistan ki aik khamosh rukun hone ke elawa pakistan ke phal wazir e azam ki ahliya hone ka izaz bhi hasil hy. 
school aur college mein aap numaya hesiyat ki hamil thein.,1,school aur college main aap numaya hesiyat ki hamil thein.
"aap ki tabai hazir jawabi, bazla saji aur shafuftagi mukhatib ko garwidah kar leti thi.",1,"aap ki tabahi hazir jawabi, bazla saji aur shafuftagi mukhatib ko garwidah kr leti thi."
talebat ki sargarmiyon mein aap pesh pesh rehti thein.,1,talebat ki sargarmiyon main aap pesh pesh rehti thein.
liaquat ali khan ki sari khat o kitabat aur type ka kaam begum liaquat ali khan injam detein thein.,1,liaquat ali khan ki sari khat o kitabat aur type ka kaam begum liaquat ali khan injam detein thein.
siyasi kaamon mein bhi begum liaquat un ki madad kartein. ,1,siyasi kaamon main bhi begum liaquat un ki madad kartein. 
"rana liaquat har mumkin had tak apne shohar ka hath batane ke elawa gharelo zimedariyan bhi pori kartein.
",1,"rana liaquat har mumkin had tak apne shohar ka hath batane ke elawa gharelo zimedariyan bhi pori kartein.
"
begum liaquat ne un ki parwarish nihayat zimedari se ki.,1,begum liaquat ny un ki parwarish nihayat zimedari se ki.
"quaid e millat apni siyasi masrofiyat ki wajah se bachon par tawajah nahi de sakte the, is leye ye zimedari mukamal tor par begum liaquat ke kandhon par aan pari aur unhon ne ye zimedari nihayat kamyabi se nibhai.",1,"quaid e millat apni siyasi masrofiyat ki wajah se bachon par tawajah nahi dain sakte thi, is leye yeh zimedari mukammal tor par begum liaquat ke kandhon par aan pari aur unhon ny yeh zimedari nihayat kamyabi se nibhai."
"ab liaquat ali khan aur begum liaquat par nai zimedariyan aan parein mashriqi punjab aur degar khiton se mahajireen ka jo selab umad para tha, is ki bina par liaquat ali khan ka hath batane ke leye baqaidah khidmat aur bani no insan ki imdad ki tanzeem ka aghaz kiya.",1,"ab liaquat ali khan aur begum liaquat par nai zimedariyan aan parein mashriqi punjab aur degar khiton se mahajireen ka jo selab umad para tha, is ki bina par liaquat ali khan ka hath batane ke leye baqaidah khidmat aur bani no insan ki imdad ki tanzeem ka aghaz kya."
gharelo khawateen ye baat janti h na thein ke wo ghar se bahar bhi koi khidmat injam de saktein hain.,1,gharelo khawateen yeh baat janti hy ny thein ke wo ghair se bahar bhi koi khidmat injam dain saktein hy.
"un halat mein natajurbe kar khawateen ki tanzeem banana aur un se musibat zadgaan, nadar mohtaj afrad ki khidmat ka kaam lena yaqenan mushkil tareen kaam tha lekin begum rana liaquat ali khan ne is kaam ka bera uthaya.",1,"un haalat main natajurbe kr khawateen ki tanzeem banana aur un se musibat zadgaan, nadar mohtaj afrad ki khidmat ka kaam lena yaqenan mushkil tareen kaam tha lekin begum rana liaquat ali khan ny is kaam ka bera uthaya."
is azeem kaam mein unhen jo kamyabi nasib hoi wo yaqenan heratnak hai.,1,is azeem kaam main unhen jo kamyabi naseeb hoi wo yaqenan heratnak hy.
"un ki qayadat mein natajurbekar pakistani khawateen khidmat e khalq ke leye jis tarah mutahid hoein aur kaam kiya wo apni missal aap hai.

begum liaquat ali khan ka sab se bara karnama é­pwaã»yani aal pakistan anjuman khawateen ki tashkil aur tanzeem hai.",1,"un ki qayadat main natajurbekar pakistani khawateen khidmat e khalq ke leye jis tarah mutahid hoein aur kaam kya wo apni missal aap hy.

begum liaquat ali khan ka sab se bara karnamay é­pwaã»yani aal pakistan anjuman khawateen ki tashkeel aur tanzeem hy."
is ki wajah se un ka naam pakistani tarikh mein hamesha zindah rahe ga.,1,is ki wajah se un ka naam pakistani tarikh main hamesha zindah rhy ga.
22 february 1949 ko pakistan bhar se unhon ne esi khawateen ko madu kiya jo zindagi ke mukhtalif shobon mein mufeed aur karaamad kaam anjam de rahein thein.,1,22 february 1949 ko pakistan bhar se unhon ny esi khawateen ko madoo kya jo zindagi ke mukhtalif shobon main mufeed aur karaamad kaam anjam dain rahein thein.
"ye pakistan ki tamam khawateen ki anjuman hai aur is mein shirkat ke leye kisi rutbe, darje, mazhab ya firqe ki qead nahi.",1,"yeh pakistan ki tamam khawateen ki anjuman hy aur is main shirkat ke leye kisi rutbe, darje, mazhab yeh firqe ki qead nahi."
"is anjuman ka maqsad pakistani khawateen ki samaji, taleemi aur saqafati islah hai.",1,"is anjuman ka maqsad pakistani khawateen ki samaji, taleemi aur saqafati islah hy."
is ki shakhein pakistan ke charon sobon aur kafi zilon mein hain. ,1,is ki shakhein pakistan ke charon sobon aur kafi zilon main hy. 
"apwa ki zer e nigrani kai school aur college khole gaye hain, hospitals qaim kiye gaye hain, amor e khanadari ka khas intezam kiya gaya hai.",1,"apwa ki zer e nigrani kai school aur college khole gye hy, hospitals qaim kiye gye hy, amor e khanadari ka khas intezam kya gya hy."
"is tanzeem ka maqsad khawateen ki sahi tor par tarbiyat karna hai.

liaquat ali khan ki shahadat ko unhon ne nehayat hosle ke sath bardasht kiya aur is ke baad bhi apwa ki sargarmiyan jari rakhein.",1,"is tanzeem ka maqsad khawateen ki sahi tor par tarbiyat karna hy.

liaquat ali khan ki shahadat ko unhon ny nehayat hosle ke sath bardasht kya aur is ke baad bhi apwa ki sargarmiyan jari rakhein."
hukumat e pakistan ki janib se un ko kai aala uhdon par faiz kia gaya.,1,hukumat e pakistan ki janib se un ko kai alaw uhdon par faiz kia gya.
aap nihayat hoslamand aur jari khaton thein. ,1,aap nihayat hoslamand aur jari khaton thein. 
begum rana liaquat ali khan ne tamam zindagi insaniyat bilkhusos khawateen ki khidmat mein guzari.,1,begum rana liaquat ali khan ny tamam zindagi insaniyat bilkhusoos khawateen ki khidmat main guzari.
"aap bachpan hi se semab sifat, takhliqi aur mutajasis zehan ki malik thein.",1,"aap bachpan hy se semab sifat, takhliqi aur mutajasis zehan ki malik thein."
hosh sanbhalte hi apne ishteyaq ke sabab mukhtalif adyan ka mutala kiya aur islam se behad mutasir hoein.,1,hosh sanbhalte hy apne ishteyaq ke sabab mukhtalif adyan ka mutala kya aur islam se behad mutashir hoein.
is ke baad hammer smith college mein county council of landon ki taraf se munaqidah fine art ke imtehan mein scholarship hasil kiya.,1,is ke baad hammer smith college main county council of landon ki taraf se munaqidah fine art ke imtehan main scholarship hasil kya.
art ki baqaidah taleem sent marten school of art chairing cross landon se hasil ki aur phir landon council se senior scholarship of fine art lene ke bad royal college of art landon mein dakhil hoein.,1,art ki baqaidah taleem sent marten school of art chairing cross landon se hasil ki aur phr landon council se senior scholarship of fine art lene ke bad royal college of art landon main dakhil hoein.
royal college se art ki taleem mukamal karne ke bad royal college hi mein associate in design muqarar hoein.,1,royal college se art ki taleem mukammal karne ke bad royal college hy main associate in design muqarar hoein.
punjab university lahore mein aap ne bartanwi tarz ke syllabus ke bajaye american syllabus raij karwaya kyun ke bartanwi syllabus mein un ke khayal ke mutabiq ye khami thi ke theory aur practical alag alag karwaye jate the lekin american tarz ke mutabiq theory aur practical aur art ki tarikh aik sath parhaye jate the jis se talba ziyadah mustafeed hote the aur un ki dilchaspi barqarar rehti thi.,1,punjab university lahore main aap ny bartanwi tarz ke syllabus ke bajaye american syllabus raij karwaya kyun ke bartanwi syllabus main un ke khayal ke mutabiq yeh khami thi ke theory aur practical alag alag karwaye jati thi lekin american tarz ke mutabiq theory aur practical aur art ki tarikh aik sath parhaye jati thi jis se talba ziyadah mustafeed hote thi aur un ki dilchaspi barqarar rehti thi.
aap ne art ki classes ki farogh mein aham kirdar ada kiya.,1,aap ny art ki classes ki farogh main aham kirdar ada kya.
anna molka ahmed ki koshishon se punjab university fine art department jald hi mustehkam ho gaya aur talba ko fine art se khusosi lagao paida ho gaya.,1,anna molka ahmed ki koshishon se punjab university fine art department jald hy mustehqam ho gya aur talba ko fine art se khususi lagao paida ho gya.
anna molka ahmed ki koshishon se 1958 mein m.a fine arts ki classes ka ijra howa aur 1960 mein b.a owners ka teen saala course bhi shuru howa.,1,anna molka ahmed ki koshishon se 1958 main m.a fine arts ki classes ka ijra hova aur 1960 main bhi.a owners ka teen saala course bhi shuru hova.
1964 mein aap ne painters aur graphic designers ke leye peshawarana courses ka ijra kiya.,1,1964 main aap ny painters aur graphic designers ke leye peshawarana courses ka ijra kya.
mosam e garma ki tatilat mein aap apne khawand ke sath shumali elaqajat ki seer ke leye jatein aur qurat ke hasein manazir ko apne brush ki girift mein la kar na sirf dekhne walon ki aankhon ki dawat ka saman latein bal ke sath sath fan ke giran kardar namone bhi jama kar jatein.,1,mosam e garma ki tatilat main aap apne khawand ke sath shumali elaqajat ki seer ke leye jatein aur qurat ke haseen manazir ko apne brush ki girift main la kr ny sirf dekhne walon ki aankhon ki dawat ka samaan latein bal ke sath sath fan ke giran kardar namone bhi jama kr jatein.
 anna molka ahmed ke baad ane wale fankaron ne in shah paron se behad istefadah kiya aur art ki taraqi ka bais banne.,1, anna molka ahmed ke baad ane wale fankaron ny in shah paron se behad istefadah kya aur art ki taraqi ka bais banne.
pakistani afwaj ke leye banai gai aap ki tasweer è³­easar ul hindã»ko behad pazirai mili aur ye tasweer aap ne pakistani army ke liye teen martaba taiyar ki,1,pakistani afwaj ke leye banai gai aap ki tasweer è³­easar uljan hindã»ko behad pazirai mili aur yeh tasweer aap ny pakistani army ke liye teen martaba taiyar ki
anna molka ahmed ne taqreban nifs sadi tak fan e musawiri ki khidmat ki.,1,anna molka ahmed ny taqreban nifs sadi tak fan e musawiri ki khidmat ki.
"ana molka ne landscape, philosophical aur mazhabi paintings, drawing aur mono mantel painting ke beshumar namone bator yadgar chore hain.",1,"ana molka ny landscape, philosophical aur mazhabi paintings, drawing aur mono mantel painting ke beshumar namone bator yadgar chore hy."
pakistan ki dehati zindagi ki akasi aur qudrati manazir un ke dil pasand muzoat mein se the.,1,pakistan ki dehati zindagi ki akasi aur qudrati manazir un ke dil pasand muzoat main se thi.
