Reviews,Sentiment
Is tarah Europe aur Mashriq Wastee mein bhi wo Pakistan ki aik manoos aur maqbool awaaz ban gae,1
1980 mein inho ne pehli martaba British ka tour kiya to wahan bhi dhoom macha di,1
Diyar e ghair mein basne wale in ke songs sunn kar apno ko yaad karte to in ki aankhon se aansoo rawaa’n ho jate,1
Naujawan ladke aur ladkiyan walihana raqs karte to gorey bhi be saakhti ke aalam mein in ka sath dete,1
England aamad o raft ka silsila shuru hua to aik Pakistani nasaad British ladki ko dil de bethe,1
Is tarah wo aaj tak sab ke Lala he hain,1
Yeh aezaaz ab tak Attaullah Esakhelvi ke paas he hai ke recording aur farokht hone wale cassettes mein sab se ziyada in ki singing ke he hote hain,1
Inho ne hukomat e Pakistan se tamgha e imtiaz hasil karne ke sath Malika British se life time achievement award bhi hasil kiya hai,1
1994 mein in ka naam sab se ziyada audio albums recorder karane wale singer ke hawale se Guinness Book of World record mein bhi darj tha,1
Torkham se Karachi tak truck drivers ka safar un ki awaaz ke sath hota hai,1
"President Ayyab Khan, Mohtarma Fatima Jinnah, baaz dosri shakhsiyat ki tasaweer to beshumaar trucks ke aqbii hisson par bani nazar aati hain, Lekin Attaullah Esakhelvi mulk ke wo wahid artist hain jin se wabistegi ka izhaar buses aur trucks ke piche tasweer banwa kar bhi kiya jata hai",1
She played a fantastic role in the drama serial “ Aangan Terha ” with Shakeel Siddiqui and Saleem Nasir ( Late ),1
Bushra ansari received many more different prizes and awards in her life,1
She received an award of Pride of performance and Women life achievement award from Benazir Bhutto,1
She won the PTV award and Lux style award also,1
Bushra ansari performed interesting role in the film “Abhi To Main Jawan Hon” from Geo TV,1
"Yeh beyk waqt actress, singer, host, comedian and drama nigaar ke taur par pehchani jati hain",1
Inka har andaaz munfarid aur har roop judagana hai,1
"sanjeeda acting, comedy, parody, singing, hosting aur ab drama nigari",1
Inho ne har field mein apna loha manwaya hai,1
Jis se in ki do betiyan hain,1
Intehai masroof aur mashoor fankara hone ke bawajood inho ne aik biwi aur maa ka role pori zimmedari se adaa kiya,1
Bushra apni family se bohat ziyada attached hain aur fursat ka tamam waqt ghar walon ke sath he guzarti hain,1
"Career : Bushra Ansari sirf 9 saal ki umer mein he PTV ke children music show, Kalbon ki Mala ki regular performer ban gai thin",1
 To Farooq Qiaser ne inhe apne show Kalliyan ke liye muntakhib kiya,1
Is ke ilawa wo show ke deegar roles ke liye bhi songs gaya karti thin,1
"Bunyadi taur par yeh bahon ka show tha, lekin ise har umar ke nazreen barhe shauq se dekha karte the",1
Bushra ne sab se pehle Iqbal Ansari ke aik drama mein acting ke johar dikhaey,1
Lekin Bushra ko sab se ziyada shohrat Anwar Maqsood ke show Shosha se mili,1
Jis mein bushra ne bijli ka role adaa kar ke meyla loot liya,1
Yeh character itna popular hua ke jab kabhi Bushra Ansari kisi show ke silsile mein beyron e mulk jati to in se bijli ka character karne ki farmaiysh ki jati,1
"Bushra Ansari ka aik aur aeham show Aangan Terha hai, jise Anwar Maqsood ne likha aur us mein inho ne Shakeel Siddiqui aur Saleem Nasir Marhoom ke hamrah yadgar performance di",1
Comedy shows ki bat ho to sab se pehle PTV ki tareekh ke maqbool tareen show Fifty Fifty ka naam zehan mein aata hai,1
is show ko maqboliyat ki bulandiyon tak pohnchane mein Jahan Ismail Tara aur Majid Jahangir ki lajawab performance ka dakhal tha to Bushra Ansari ne bhi apni parodies ke zariye is show ko kamiyab banane mein koi kasar na chori,1
inho ne chehre ke tasurrat aur body language ke zariye in roles mein jaan daal di,1
"Bushra Ansari ne har umer ke role adaa kiye hain, jin mein young, udherh aur old age sab he shamil hain",1
"Personality : Bushra Ansari ko sirf acting mein he malka hasil nahi, bal key eh aik shandar shakhsiyat ki bhi malik hain",1
Yeh guzishta 40 saal se mini screen par apni salahiyaton ke johar dikha rahi hain aur din ba din in ke har sitaron ki tadad mein izafa hota ja raha hai,1
kyun ke wo janti hain ke waqt ke sath sath apne kaam mein kya tabdeeli lai ja sakti hai,1
"dilchasp harkaat, dilkash personality aur khobsurat chehre ki malik Bushra Ansari har umar ke nazreen mein popular hain",1
Chand maah qabal inho ne Geo TV ke show Dolly ki Aaegi Baraat mein Saima Chaudhry ka role play kar ke is serial ko mazeed dilchasp bana diya,1
Yaar yeh be fitt ha.,1
Ap to hero ho  . Autograph do na 😂😂,1
Autograph milay ga ..zroooor milay ga,1
hahahaha ye acha hai :P,1
Apka zehr mjh pe b nae axr kry ga i hv antizehr of ur zehr 😒😊,1
HAahah...han zroor....yar mjhe acha lgta jb yeh ese post krte,1
Hahahaa...qasmay dil ki awaz h meri ye page :-D,1
aala :D :D,1
app k dil ki bhi. :),1
buht achi bat kahi he,1
uff yeh apki paakbaaz soch :'),1
Cara Jvd bilkul aisa hi kuch main apko b kehna chahti hn :D,1
Hahaha wah saen wah 😂😂😂,1
Baari ap to famous ho gai hain ♥,1
Hahaha... ye time ni nikal skta... u r too demanding girl,1
Khushi se hori hy itne likes dekh k,1
Ufff dono kis trha parri hain :D:D chalo na krwao :p,1
Akhir student kis k hnnnnn...😂😉😂,1
Ji bilkul paisaaa wasooool comments,1
aap tau millionaire ban jaen gee,1
"Pskistani jawano, lagatay raho imran khan k doz. aik din number one per aa jAo gay
Tabdeeli",1
Hahaha  tum to hurr jaghaa famous ho <3,1
caption khass ap ky liye :'D,1
Saas bahu ka rishta Nawaz Sharif r mamnoon Hussain ko bhi peeche chore de 😂😂😂,1
"Apnay kharchay khudd uthaa saknay wali independent aurat ko, jo bghair kisi py depend kiye aur bghair kisi ki faaltu bakwaas sunay, (k g mein tou boht azeem aadmi hun k o biwi, tumhara kharcha uthaa rha hun) izzat k sath zindagi guzaar rhi ho, ussay kehtay hain kaamyaab aurat.",1
Meri nazr me kamyab orath wo he Jo khud mehnat or himmat kr k apna career bnaye or peso k lie kisi mrd ki mohtaj na ho.,1
...talaash jaari rakhein aap aik din kamyaab aurat banein gi..😂😂😂,1
Inshallah hum dono kaamyaab rhen apne naik iraadon mein😂😂😍..tune tou shiad dhond liya😂😂🤔ya abhi bhi talaash jaari😂😑,1
Pta Ni Kahan hoty Hain aese kamyab mard 😁,1
Hehehehehe unmarried hona chahiye bs 😁,1
Oooppss to phle bolti na dash mjhe lga Meri pysri dost mere liye soch rhi hai 😂🤣 chal tu rakh Lena😁,1
kamiyab aurat bnna chahti hun meri sadgi dikh mai kya chahti hun 😂😂,1
Mai khud kamyab bnna chahti ho samw khwab hai hmare yad nae tme😂,1
Meri jesi kamiyabiyan na karna tum log... go for a mzeed rich bitch!! ✌🏻,1
mil jae ga dnt worry,1
Dekho wo hum ny reject krdia na ye b kaamyabi hi hoti hai😂,1
32k mn kia hoga yr xD,1
Abhi 5o party shoro hoi he,1
Jo wife ko apni pay k mutabiq kharcha krae wohi kamyab mard hy,1
Hahaha  kal ki debate k baad kamyab aurat ka award aap ko jata hai,1
Hahahaha shukria shukria,1
yani hum dono kamyab hain 🤣🤣,1
kyn k tu khud ek kamyab aurat hai lol apni mehnat se 🤣🤣,1
mere pas kamyaab maa hai. 😂😂😂😂,1
Yeh tou hai mard apni biwi ki kismat say hi kamaata hai,1
Hum hun gay kamyab aik din ,1
Mene dhoundh lia akhir 💃👫 😛😉♥️😍  I m lucky 😁🤫,1
hum honga kamyab aiek din🙈🙈😂😂,1
Allah Tallah hama b aisa hi banda da 😂😂😂😂,1
hum 2no e kamyab hain 😀😀😀😀,1
wo kya hai k meiny apny kharchy mukhtasir krny ka soch liya hai🤣,1
hum kaamiyab hein 😉,1
Jab dono khameeyab Haan tou Bari kushe ki bat ha jasy men khmeeyab mard,1
Allah khair kay ga,1
Alhamdulillah me kamyab aurat,1
bilkul sahi kaha,1
bhai app kamyab hain 😂😝,1
Although ham nay apny kharchay kam kr liay han hahahahahahah,1
MashaALLAH ALLAH pak sb k leay acha keray ameen,1
ameen han sana no extravagence,1
bt dil ko achi lgi.,1
Point pe hy puray 😋,1
ye hoti hai kamyabi 😂,1
"Koi ni, perfectly imperfct tou mil jye ga😉",1
Mil jaye ga .... Apna dhondh ln phir tmhry leay b 😉,1
"Haha acha chlo koshish krna dono bhai hon, aur bara vala mra🤣",1
Haha pgl choty bhaie wali zyada faidy m hoty sb set hoa va milta jithani g 😂,1
"Har pal har dum azam hmara
Sb sy perfct jo vo shakhs hmara😂😂😂😂",1
Lkn phr b roub tou bari ka hi hota😂,1
Yr wesy mil k sb ko set kr dyn gyn 😂,1
Ptq ni ab set krengy ya khud set hongy😔,1
Bs sai wa swery fir uni da hostel done ay :-D,1
Haha idea bura nai tha wesy chalo nxt sae 😎,1
"Xactly,cup apna,spoon apna... SAKOON APNA ....😜😛",1
Aisaaa hi hai...,1
tere lye bday gft mil gya😉,1
koi issue nai bhale mera cup use karen 🤣 beta meri bottle b har koi use karta hai,1
Pyar bharta h ase,1
Kiaa pata behna shareef ho,1
shareef hi hai,1
tm dost ho yar keh skti ho,1
me idhr b aisi hun apko islamabad ka shak pra rehta🤣,1
Alhumdulilah ghalazat to nhi hai 😈😯👊👊👊👊👊,1
hahahhaahaha me to kahin sa b maesna ni lgta .tumhain pta ni kaisay lgta,1
Hahah hum bi apko sharif hi smjta han jnb,1
Haha Haha haye mei war jaon🤣🤣🤣,1
tm mere kch kehne se pehle he smjh jatay ho sb,1
Woh to MASHA'ALLAH se meri qabliat Hai.. ,1
Aur masoomiyat bhi ,1
ye apke liye likha gaya hai ... area per square eench :P,1
Bhai main ek shareef insan hon :-P,1
yd h aik mohtrma hua krti ti shareeef tareeen bibi 😂😂😂,1
Haha...mtlb main shareef nazar aati hun...😜😁,1
Wyse main shareef hun b...😂😉,1
no galazaat,1
Wo to shukar hy aesi technology ai nh abhi😂😂,1
shreef bcha,1
hn hn bohot shreef,1
Bolti rahu but ma messani ni,1
bht saaaf or shareeef hun koi ghalazat nai 😂,1
wah wah kia soch pyi hy shahneez😂,1
dair aye pr drust aye 😂😂,1
hi rabi tu kitni famous hu gai,1
😀 meray shareef dost,1
Hell true :-/ waday tusi sharif hunh,1
Han koi shak ni,1
pyari baat,1
....ap k liay kuch khoobsurat batain😎🤗,1
Haha dafa karo aj kal ghlazat sy door he rehta hun :-D,1
Ap b shreef hain isi leye mn apko shareef lgi 😊😂😂😂😂,1
Sahi Kaha😂😂,1
Shabash khabeesni ..sahi boli aik dum !!,1
Aur tm safai se kr jati ho 👊🏻👊🏻😒,1
Saif tumhry kapry nusrat api pehan sakti hain...nhi na... tu phir...,1
Moqay py choka,1
Sb hi mazay k hain,1
aja pilati😝😝,1
Janeman sari chizaaay kehlaooo gi treat pr,1
Dabba Khali is liye ho ga kyun k tum kha chuki ho gi na 😂😂😂,1
Sharab pin gy wd sheesha 😂😂😂 sutty lgain gy jani sutty,1
ye ly or fkr na kr hm 7 7 hain,1
Peene wala bann aja.. tujhy sahi se coca cola pilaoga..,1
Buri bat achhy bchchy galiyan nhi dety,1
nhe tum itna taradud na kro bus aj ka mera bill tumhari taraf sa ma na sasta ma maaf kea😎,1
ap mahaan ho ap india chaly jao 🤣,1
anum tum kini pyari ho,1
Bas bas bhan itna pyar na do samhala nae jay ga😂😂😂,1
aray is se b ziada don gi ane to do😄,1
Achha krti ho,1
Sae kha,1
Allah ka shuakr hy ye tw hum per 😂,1
changi gal hy,1
hum girls hn isliye judge kr skti hn but as a psychologist nhe kr sktien...ajeeb bat h😂😂 mem ko btaen gy hum kr skti hn judge bcoz we r girls😈😝,1
tab main tumain btao ge na 😂 aur bhe maza ae ga,1
ya ya.. they have all rights to do that with out any regret 😂,1
Hahhahaha kesy hm apny points ko defend krty hy use hm BBA krny k bad bhi lawyer bn skty hy 🤣🤣🤣🤣🤣,1
wo to hm bne bnaye hain 😉 😂😂,1
Hehehe bs kbhi Gharoor nhi keya😂😂,1
"Hahaha ap Tu bhot ""masoom"" Hain 😂😂",1
Don't care :-D..judge kro hamen or saro :-\,1
"our ""Aja khedeye"" is zada cute 😂😂",1
Uper waly portion will always welcome them😂,1
Hahaha a jaoo yahe kam best haii ab 😂😂😂,1
Or check kr hamari predictions almost such b niklti then :D hahaha,1
Or baray achay say Yeh kaam hum anjaam detay hain😄😂,1
bs dehko urdu agye parhna :')😂😂❤,1
Hehehehe wo b spcl logn koo judge kia jataa naa meshhhhiii proud to b spcl one😂😂😂😂,1
Tmara pasandeedaaa kam :-D,1
fav kaam hai hummara yaar.,1
hmri jugjmnt kaml ki ha nw 😛😂😂😂😂,1
Hahahaha bht hi enjoy karty thy hm gari me fiza k sath b ..,1
O haan fiza Hahha usy kdr bhool skty hahahha,1
Hahahahahahahahaha chalo chalo naiki aur pooch pooch 😂😂,1
"Tu jahan mein wahan, meri aziz:')",1
😂😂 men samjha ap ne likha h ao logon ko haj kratay hen lol,1
behtreen hogaya 😂😂😂,1
Jao ja k hajj kro,1
ajao yah hmara fvrt kam ha 😁,1
Hahaha hum to master hain is kaam mein 😂😂,1
ajao...ajj main mood main houn,1
Haa sahi gaalh aaah..,1
ao un k gunah kum krty hain 😂😂😂,1
Aur unhy pak krty hain😂😂,1
tbi wo white lgty hain 😂😂,1
Hmari tu prediction b sahe hoti hai,1
fiqr na faqaa aish kr kaka,1
"Jaani grand party hogi I am overexicted for your day😎😂❤
 Tu lagdi Lahore ki cause Tera Mohn chetaa hath kalay💁😂",1
Hahahah hawn kh dn gii😂 tm b mera taraf sy uncle aunty ko shukriya kh do😁,1
Hahahahah idea axhw h  api,1
Jizroor ..... Mei apne aunty  ka dilse Shukriya Ada krti huu 😂😂😂😂,1
anty ko thanksss bol...anty I love you😍 thanku so much😂,1
Mera to Salam bol pair chhuuuh anti ne mjhe Jo btya tha hahahahahahahahaha,1
yes of course i'm thankful to your parents namooni :* <3 <3,1
aunty ka bhot bhot shukriya krdena meri trf se,1
phupo ko thanks bolin meri trf sy bht bht 😂😂😂😂😂😂😂,1
Uncle anti ko dill ke gahriyoen sa thanks bolna mere traf sa 😍😂😂😂,1
aunty uncle ko yaad se thnku bolin meri taraf se 😉😂,1
aunty k lie meri taraf se aik chummi idhr aik chummi idhr :'),1
Woi naa khushaal gharanaaa hamra😂😍,1
bht shukria rna m apni dil diyan gallan kisko sunato😅,1
....mairi taraf sy uncle aunty ko thanks bolna,1
uncle anty ko meri taraf syyyh buht buht shukriaaaa kehna 😂😂,1
Hahahah ok ok Aur meri taraf say be uncle aunty ko shukriya keh Dena 😂😛,1
apny apny ami abu ko mri trf sy shukria. Bl dy,1
Hahahaha meri trf se b uncle aunty ka dhanaywaad😝😝,1
Kancha item dia h inshort😂😂😂😂,1
meri zindagi k tum anmol namonay 😝,1
Hahaha dekha hamari importance 😉,1
Dekh lo beta hum namono k bagair tumahara guzara bhi nahi 😉,1
shukriya bht bht aapke parents ka k mujhe yeh gift diya unho ney 🎁🎁,1
thank u uncle anty 😘😘 warna mai incmplte rh jati 😅😅,1
shukr hy ye namoona peuda kya. Thanks to uncle aunty 😂😂😂,1
By itkhtyr qahqa laga h myra😂😂😂😂 tm b bst sy opr ho,1
Hahahahahahahahahahhaha haso haso wanjo kri krto😁😁,1
tmahari ammi abu ka shukrea tmhari birthday pe kea tha ada mene..  ab tmhari b aari birthday unka b krungi😚😚,1
apni mama ko zarur thanks keh dena from my side 😘😘😘 loveeee bohat cute ho tm,1
Aunty ko bhttt bhttt shukriya kehna,1
Hahahahaha bas bas is khushi Mai Kal dilpasnd ki meethai le aana,1
humy  k parents ka shukriya krna chahiye,1
uncle aunty ko meri trf se 21 topon ki salamiii....😂😂,1
aunty ko mri trf se thanku bol dena with kissy,1
Its a Great Pleasure😉😂,1
mn khudhh aungi specially,1
dill ki gehraion se dhanywaar 😂,1
.😂 Thanks boldenA meri taraf Se,1
thank u bol apne parents ko meri taraf se 😂,1
Hahah wai I owe a special thankyou party to uncle n aunty then 😜,1
"D ke la ma ta tag koli,BTW a big thankooo😘😘😍😂",1
Beshak 😂😂 kissi or k bas ka kaam nh ya 😂😂,1
Sana Butt Should i tag your mama? 😂,1
tum na paida hti to kya hta mra,1
mama ko zaroor thanks kahin 😂😂😂😂😂😂,1
k momy daddy apka thankyu 😜😜😜,1
Thank u mommy daddy 😂😂😂tu tau nawafil parh apne ami abu k liye #iykwim😆😉,1
Yeah cx they deserv .... akhir koi km karnama nae kia shukrany k nafanil ada krny hi chaheay 😜,1
meri taraf se bohat shukriya.. :p,1
aunty specaily ap ka bht shukriya😂😂,1
antiii ne bht naik kaam kiya 😅❤,1
I grateful to ur parents 😂😂,1
Thank you so much aunti 😁,1
Main tou fakhar kar rahi hun 😂,1
Alhamdulillah ❤,1
mai shukar guzar hn ami abu ki :-/,1
special mili hon bai mein touuu,1
thankyou bolna ami baba ko 😂😂😂😂😂,1
ama ko thanx kehna apni😂😜,1
Still u r my buddy 😘,1
", 😂 Aunty Fari ko shukria kehna 😂",1
tell Aunty bauhat shukria 🤣,1
Haha i love u so much meri jan,1
thanks to parents,1
thankew sooo mch anty 😁😁,1
Hahaha .... ma zaror karu g,1
Hahaha thk ha g zror krna,1
😁😁👍,1
phupho thanku ❤️,1
thank u JAAN G 😉😜,1
Uncle aunty ka shukriya ada karna :D :P,1
uncle aunty shukriya karna 😂😂,1
Lol same to your parents as well,1
bht hi na shukari ho waisay,1
hahahhaa shokhi,1
Shukriya shehzadi auntie,1
meri maa ko khushi honi🤣,1
Anyaa ye tm.ne kha tha mjhe😂😂😂❤💋,1
Lol,1
aunty ko shukria kehna :D,1
Okay 😂,1
yaar apne mamaki id btaaa,1
chor tujhe unki nazar mn girana nhi chahti 😉,1
:D :D bs dil se dil ko raah hoti hai :D,1
Hahahahaha wah,1
uncle ko tag kron.?,1
Tum kro or agla 1 ghanta bad face to face thanks krna aya ga,1
robina aunty ka shukria adda kr dun unhe add kr ke 😂,1
Heer Naqvi,1
Hassan Husnain,1
reply kia na,1
Mjhay nahi tag Kia 😑🤬,1
YE aunty ko dikha do Please :D,1
uncle aunty ka num de,1
Haniya Khan.,1
Hahaha😂,1
Aunty i love you ❤💛,1
Zaib Usman😂,1
Hadia kh,1
atiya nisar,1
Tmhari ami ko b 😂,1
Haha Razzaque bhai ko b😂😂😂😂,1
Me b cemnt agency walo ka bra shukrguzar ho hahahah,1
aunty bht bht shukriya😂😂♥️,1
Hahahhahah😂,1
Heheheh..:)),1
Tumhari ama ko na??,1
Tag them please! !!!😍😍,1
Hahahaha main is main tumhain tag karnay wali thi.. 😂😂😂😂😂,1
Jo chpairh wo maarain agay se uska kya??😯,1
Anty uncle ko kehna zra😉😁,1
You too :p,1
hate u,1
Seriously Ajoobaa 😜,1
thank you much...one of a kind hun afterall...:D:D,1
Lol namoona nai anmol 😍,1
😂😂😂 apni amma ko prha dena plx 😂😂😂,1
Lkn mea q,1
pass on the message 💜😂,1
"hahaha, ni ye meri traf sy anti ko dikhao😂😂",1
Tmra knsa muun ni ha😕,1
Inbox kr dn gi.,1
say my thanks to uncle and aunty 😍😘😂,1
Love you too my honey 😘😘,1
Hahahah,1
naughty girl,1
hahhahahahha me bhi bolti hn rk,1
hahhahahha thanks fakhira parveen aqal deny k liye,1
Heheee,1
Aunti add hi ni warna me unki shaan me qaseeday likhta 😭😂,1
Hahahaha shukria 😂😂😂,1
aunty ko shukarya krdena,1
Hahahaha,1
Hahahha,1
bus is main se ice cream hata do😂,1
miss those midnight snacks 😄,1
Exactly😂😂,1
I haven't eaten any pizza and burger from last two months and,1
"Ek hi baat hai
Mai kron ya ap...",1
Soch dekho hamari kitni milti hai 😉😂,1
Hahahaha,1
Kulsoom Qureshi,1
Motuuu mjhe bhi bhej mai bhi jag luga,1
😂my version of dieting😁😂,1
Ye tmhary wali diet 😂😂,1
Buahhahaa yeahhh,1
We aren't haddi shah we're smart 😊😏😏,1
That's what I do 😂😂😂,1
Sta kho sa khwata nakige 😜,1
Ri da,1
mc donaldzzzz 😝😝,1
Tu gym khaaaa????,1
Haha,1
Many Kb pochaaa,1
Uff esi diet,1
Yumna too bhi shamil hey,1
Pemra complain ki hum kuch friends ne....sirf tension na lein practicaly khud kuch krne se hi ho ga,1
Bilkul sahi kaha,1
G Bilqul aisy he hai... I agree with u...,1
Beshak,1
Bilkuk sahi kaha .faisal qureshi ka kush kadre bhater show ha .,1
ALLAHTAALA ! Ummat pe Reham Frmay..aor ye lodhi jesey khabees logon k sharre sey naai Nasal ko Apni hifaazat meyn rakhey..Aameen,1
Done. 👍 Thanks Urdu Safha’s Admin for such initiative.,1
Agr hm awaam he inlog ko ehmiyat dena or dekhna or feed back dena chordenge to ink shows ki koi value nahi rehegi,1
Hum sab ko milkar Pakistan aur islami aqdaar ki hifazat Karni hay musalmaan hony ka farz ada krein,1
Sahil Lodhi ka kya? Ma bap zimadar WO keu apni bchieo ko bhjty in ke ghart kidr hote,1
Ni ye galat bat h is me sahir lodhi ka koe qasor ni h t.v me achi baten b ati han wo to ap log catch ni krty??,1
Sahi baat ha,1
bilkul darosat .....,1
Bilkul sahi,1
Bilkul sahi kaha.aap.ñ .ey,1
Bilkul sahi aese morning show ka bnd ho jana hi bhtr he,1
Bilco yh zaror hona chahey,1
Bilkul thehk.,1
Bilkul,1
Beshak zaror krwana chaye,1
Agreed with attaria qadria,1
Sare comments bilkul sahi hn m sb ki taed krti Hun aur sb k sath hun,1
Taab too hum khud unn Koo saport karay hootay hai,1
Yar ajkl sakht pareshan hu rozgar ki fikr me bht acha lga parh k,1
har taraqi ke leye islam zrori ha,1
Nhi pta ??? Allah or us k rasool s.a.w ki etaat kro..,1
beshak,1
khoob,1
Boht aalaa,1
Jis na kha ha ci kha ha,1
#prime_Minster ki kursi chahye kitna #yaqeen_nazm_o_zabt or #lagan chahye hogi...!😂😂,1
"Allah ki raza mandi ke bagir koi cheez hasil nahi ki jasakti, chahe insan kitna hi yaqeen or nazmosabt ke saath hasil karne ki koshish karle......",1
dil ko sukoon deney wali tehreer kash aesa wagat dobara aa jaey,1
Jis ne likha he bohat behtareen likha ... wah wah,1
Same thing k Aik bunda Chauti burai ko Sahi samajh k kerta hay to Wo Bari burai ko Asan samajh leta hay. Bacho ko roshnash karana apnay tahafuz k lye Buri baat Nahi.,1
Bilkul right,1
Jis nay asbiat ki taraf dawat di us nay zulm ki taraf dawat di yehi asbiat to pehlay east Pakistan ko kha gar ab baki ko kha rahi hai 😔,1
"Ap hongi, hum tou muhabbat bantnay walay hy, we beleieve in equal rights",1
Such kaha..!,1
